shipment_id,order_id,tipo_promesa,nodo_origen,centro_fulfillment,centro_sortation,estacion_last_mile,carrier,region_destino,carril,fecha_pedido,fecha_prometida_entrega,fecha_entrega_real,flag_entregado_a_tiempo,flag_entrega_tardia,horas_retraso,costo_paquete,flag_contacto_cx,flag_reclamo,monto_compensacion
SHP000992,ORD000992,Two Day,FC_CDMX_01,FC_CDMX_01,SORT_MTY_01,LM_QRO,Carrier_B,Bajio,GDL-MTY,2026-01-28 07:09:59,2026-01-30 07:09:59,2026-01-30 12:02:50.193173,0,1,4.88,76.14,0,0,0
SHP000993,ORD000993,Standard,FC_GDL_01,FC_GDL_01,SORT_MTY_01,LM_MTY,Carrier_C,Occidente,MTY-CDMX,2026-01-03 09:06:23,2026-01-07 09:06:23,2026-01-07 11:17:35.092157,0,1,2.19,69.56,1,0,0
SHP000994,ORD000994,Standard,FC_PUE_01,FC_PUE_01,SORT_CDMX_01,LM_PUE,Carrier_C,CDMX,GDL-MTY,2026-01-25 21:29:34,2026-01-29 21:29:34,2026-01-27 22:05:37.123756,1,0,0.0,59.91,0,0,0
SHP000995,ORD000995,Two Day,FC_MTY_01,FC_MTY_01,SORT_MTY_01,LM_PUE,Carrier_A,Occidente,GDL-MTY,2026-03-25 14:27:45,2026-03-27 14:27:45,2026-03-27 08:31:44.435805,1,0,0.0,90.74,0,0,0
SHP000996,ORD000996,Two Day,FC_CDMX_01,FC_CDMX_01,SORT_QRO_01,LM_GDL,Carrier_B,Occidente,GDL-MTY,2026-01-30 05:02:44,2026-02-01 05:02:44,2026-02-01 02:34:17.946255,1,0,0.0,66.68,0,0,0
SHP000997,ORD000997,Next Day,FC_GDL_01,FC_GDL_01,SORT_QRO_01,LM_PUE,Carrier_B,Occidente,PUE-CDMX,2026-03-18 23:14:34,2026-03-19 23:14:34,2026-03-21 11:06:48.796411,0,1,35.87,85.39,0,1,150
SHP000998,ORD000998,Next Day,FC_CDMX_01,FC_CDMX_01,SORT_QRO_01,LM_MTY,Carrier_C,Occidente,QRO-CDMX,2026-03-11 23:37:50,2026-03-12 23:37:50,2026-03-15 03:26:08.880149,0,1,51.81,79.84,0,0,0
SHP000999,ORD000999,Two Day,FC_CDMX_01,FC_CDMX_01,SORT_GDL_01,LM_PUE,Carrier_A,CDMX,QRO-CDMX,2026-02-11 04:41:57,2026-02-13 04:41:57,2026-02-12 21:53:42.703922,1,0,0.0,83.79,0,0,0
SHP001000,ORD001000,Standard,FC_PUE_01,FC_PUE_01,SORT_MTY_01,LM_MTY,Carrier_C,Occidente,CDMX-GDL,2026-03-04 14:30:24,2026-03-08 14:30:24,2026-03-06 08:12:42.600177,1,0,0.0,75.99,0,0,0
SHP001001,ORD001001,Standard,FC_QRO_01,FC_QRO_01,SORT_GDL_01,LM_CDMX_NORTE,Carrier_B,Bajio,MTY-CDMX,2026-01-31 19:01:29,2026-02-04 19:01:29,2026-02-02 16:00:42.460194,1,0,0.0,72.62,0,0,0
SHP001002,ORD001002,Two Day,FC_CDMX_01,FC_CDMX_01,SORT_GDL_01,LM_CDMX_SUR,Carrier_B,Occidente,GDL-CDMX,2026-03-24 13:33:39,2026-03-26 13:33:39,2026-03-26 11:43:01.607571,1,0,0.0,79.2,0,0,0
SHP001003,ORD001003,Two Day,FC_QRO_01,FC_QRO_01,SORT_MTY_01,LM_MTY,Carrier_B,Bajio,GDL-CDMX,2026-01-26 15:25:41,2026-01-28 15:25:41,2026-01-27 22:07:09.760091,1,0,0.0,72.92,0,0,0
SHP001004,ORD001004,Next Day,FC_PUE_01,FC_PUE_01,SORT_MTY_01,LM_GDL,Carrier_A,Queretaro,QRO-CDMX,2026-01-18 23:49:57,2026-01-19 23:49:57,2026-01-19 16:34:21.075489,1,0,0.0,99.74,0,0,0
SHP001005,ORD001005,Two Day,FC_QRO_01,FC_QRO_01,SORT_GDL_01,LM_CDMX_NORTE,Carrier_D,Puebla,GDL-MTY,2026-03-30 09:06:05,2026-04-01 09:06:05,2026-04-01 03:06:20.041557,1,0,0.0,66.41,0,0,0
SHP001006,ORD001006,Next Day,FC_QRO_01,FC_QRO_01,SORT_GDL_01,LM_GDL,Carrier_C,Jalisco,CDMX-GDL,2026-02-09 06:28:44,2026-02-10 06:28:44,2026-02-10 05:20:19.629732,1,0,0.0,72.63,0,0,0
SHP001007,ORD001007,Standard,FC_PUE_01,FC_PUE_01,SORT_MTY_01,LM_CDMX_SUR,Carrier_A,Nuevo Leon,GDL-CDMX,2026-02-25 09:46:18,2026-03-01 09:46:18,2026-02-26 05:02:56.296703,1,0,0.0,74.54,1,0,0
SHP001008,ORD001008,Next Day,FC_PUE_01,FC_PUE_01,SORT_QRO_01,LM_MTY,Carrier_C,Queretaro,CDMX-MTY,2026-01-23 03:05:07,2026-01-24 03:05:07,2026-01-25 20:53:54.270891,0,1,41.81,78.4,0,0,0
SHP001009,ORD001009,Standard,FC_GDL_01,FC_GDL_01,SORT_MTY_01,LM_GDL,Carrier_C,Queretaro,GDL-CDMX,2026-02-12 05:01:18,2026-02-16 05:01:18,2026-02-14 00:19:35.418244,1,0,0.0,70.39,0,0,0
SHP001010,ORD001010,Standard,FC_PUE_01,FC_PUE_01,SORT_GDL_01,LM_GDL,Carrier_C,Jalisco,PUE-CDMX,2026-01-18 20:17:32,2026-01-22 20:17:32,2026-01-20 23:03:32.977978,1,0,0.0,69.09,1,0,0
SHP001011,ORD001011,Two Day,FC_GDL_01,FC_GDL_01,SORT_CDMX_01,LM_GDL,Carrier_D,Jalisco,CDMX-BAJIO,2026-03-30 10:13:40,2026-04-01 10:13:40,2026-03-31 22:50:20.567937,1,0,0.0,75.17,0,0,0
SHP001012,ORD001012,Next Day,FC_PUE_01,FC_PUE_01,SORT_QRO_01,LM_CDMX_NORTE,Carrier_A,Jalisco,QRO-CDMX,2026-03-09 14:51:42,2026-03-10 14:51:42,2026-03-10 13:30:44.421193,1,0,0.0,88.0,0,0,0
SHP001013,ORD001013,Two Day,FC_GDL_01,FC_GDL_01,SORT_QRO_01,LM_PUE,Carrier_B,Puebla,MTY-CDMX,2026-01-08 10:13:54,2026-01-10 10:13:54,2026-01-10 13:57:45.221551,0,1,3.73,94.51,1,0,0
SHP001014,ORD001014,Next Day,FC_CDMX_01,FC_CDMX_01,SORT_CDMX_01,LM_GDL,Carrier_D,Queretaro,QRO-CDMX,2026-03-01 04:57:17,2026-03-02 04:57:17,2026-03-01 22:08:57.948006,1,0,0.0,80.27,1,0,0
SHP001015,ORD001015,Standard,FC_PUE_01,FC_PUE_01,SORT_CDMX_01,LM_CDMX_NORTE,Carrier_A,Puebla,PUE-CDMX,2026-01-30 16:53:35,2026-02-03 16:53:35,2026-02-01 08:15:46.283770,1,0,0.0,86.55,0,0,0
SHP001016,ORD001016,Standard,FC_MTY_01,FC_MTY_01,SORT_GDL_01,LM_QRO,Carrier_A,Jalisco,MTY-CDMX,2026-01-17 19:49:03,2026-01-21 19:49:03,2026-01-19 19:42:37.347733,1,0,0.0,81.3,0,0,0
SHP001017,ORD001017,Two Day,FC_MTY_01,FC_MTY_01,SORT_QRO_01,LM_CDMX_SUR,Carrier_A,Bajio,GDL-OCCIDENTE,2026-02-12 08:47:57,2026-02-14 08:47:57,2026-02-15 08:18:50.694711,0,1,23.51,88.15,0,0,0
SHP001018,ORD001018,Next Day,FC_CDMX_01,FC_CDMX_01,SORT_MTY_01,LM_CDMX_NORTE,Carrier_D,Queretaro,MTY-CDMX,2026-03-14 22:33:17,2026-03-15 22:33:17,2026-03-15 17:38:43.507574,1,0,0.0,87.07,0,0,0
SHP001019,ORD001019,Two Day,FC_QRO_01,FC_QRO_01,SORT_MTY_01,LM_GDL,Carrier_C,Occidente,MTY-CDMX,2026-02-20 12:38:01,2026-02-22 12:38:01,2026-02-22 22:16:29.710207,0,1,9.64,72.88,0,0,0
SHP001020,ORD001020,Two Day,FC_GDL_01,FC_GDL_01,SORT_MTY_01,LM_PUE,Carrier_D,Occidente,GDL-CDMX,2026-02-24 06:48:57,2026-02-26 06:48:57,2026-02-26 02:08:47.167139,1,0,0.0,71.51,0,0,0
SHP001021,ORD001021,Standard,FC_QRO_01,FC_QRO_01,SORT_CDMX_01,LM_CDMX_SUR,Carrier_A,Jalisco,GDL-CDMX,2026-01-04 19:33:54,2026-01-08 19:33:54,2026-01-06 09:29:51.448003,1,0,0.0,86.05,0,0,0
SHP001022,ORD001022,Two Day,FC_GDL_01,FC_GDL_01,SORT_QRO_01,LM_MTY,Carrier_A,Queretaro,CDMX-GDL,2026-02-13 04:48:55,2026-02-15 04:48:55,2026-02-14 17:11:27.559900,1,0,0.0,90.25,0,0,0
SHP001023,ORD001023,Two Day,FC_PUE_01,FC_PUE_01,SORT_QRO_01,LM_MTY,Carrier_B,Occidente,GDL-CDMX,2026-01-13 08:08:06,2026-01-15 08:08:06,2026-01-14 14:58:30.853847,1,0,0.0,86.75,0,0,0
SHP001024,ORD001024,Two Day,FC_GDL_01,FC_GDL_01,SORT_MTY_01,LM_CDMX_SUR,Carrier_C,Bajio,GDL-OCCIDENTE,2026-03-22 04:43:52,2026-03-24 04:43:52,2026-03-23 20:07:25.557107,1,0,0.0,67.75,0,0,0
SHP001025,ORD001025,Two Day,FC_PUE_01,FC_PUE_01,SORT_GDL_01,LM_QRO,Carrier_D,CDMX,GDL-OCCIDENTE,2026-03-16 18:53:04,2026-03-18 18:53:04,2026-03-20 11:35:46.305855,0,1,40.71,85.66,0,0,0
SHP001026,ORD001026,Two Day,FC_QRO_01,FC_QRO_01,SORT_CDMX_01,LM_CDMX_SUR,Carrier_C,Bajio,CDMX-MTY,2026-03-28 11:42:59,2026-03-30 11:42:59,2026-03-30 07:13:40.039575,1,0,0.0,70.78,0,0,0
SHP001027,ORD001027,Two Day,FC_MTY_01,FC_MTY_01,SORT_CDMX_01,LM_MTY,Carrier_B,CDMX,QRO-CDMX,2026-01-16 06:19:22,2026-01-18 06:19:22,2026-01-18 11:43:23.762330,0,1,5.4,80.77,0,0,0
SHP001028,ORD001028,Next Day,FC_QRO_01,FC_QRO_01,SORT_QRO_01,LM_MTY,Carrier_C,Nuevo Leon,CDMX-GDL,2026-02-02 07:37:13,2026-02-03 07:37:13,2026-02-03 01:35:56.828009,1,0,0.0,62.59,0,0,0
SHP001029,ORD001029,Standard,FC_PUE_01,FC_PUE_01,SORT_QRO_01,LM_GDL,Carrier_D,Bajio,GDL-CDMX,2026-01-21 20:31:13,2026-01-25 20:31:13,2026-01-23 13:07:52.305133,1,0,0.0,86.85,0,0,0
SHP001030,ORD001030,Standard,FC_MTY_01,FC_MTY_01,SORT_MTY_01,LM_CDMX_NORTE,Carrier_C,Puebla,PUE-CDMX,2026-01-10 07:39:34,2026-01-14 07:39:34,2026-01-12 02:50:37.810350,1,0,0.0,58.96,0,0,0
SHP001031,ORD001031,Two Day,FC_GDL_01,FC_GDL_01,SORT_GDL_01,LM_MTY,Carrier_A,Occidente,GDL-MTY,2026-01-17 03:40:45,2026-01-19 03:40:45,2026-01-18 20:06:36.909854,1,0,0.0,87.24,0,0,0
SHP001032,ORD001032,Two Day,FC_QRO_01,FC_QRO_01,SORT_MTY_01,LM_PUE,Carrier_C,Bajio,GDL-CDMX,2026-01-13 01:01:22,2026-01-15 01:01:22,2026-01-16 05:14:37.073841,0,1,28.22,74.88,1,0,0
SHP001033,ORD001033,Two Day,FC_QRO_01,FC_QRO_01,SORT_MTY_01,LM_PUE,Carrier_C,Nuevo Leon,CDMX-MTY,2026-03-23 02:49:25,2026-03-25 02:49:25,2026-03-24 23:37:22.226612,1,0,0.0,65.35,0,0,0
SHP001034,ORD001034,Two Day,FC_GDL_01,FC_GDL_01,SORT_QRO_01,LM_MTY,Carrier_D,Queretaro,MTY-CDMX,2026-02-25 00:01:05,2026-02-27 00:01:05,2026-02-27 15:23:22.033171,0,1,15.37,76.67,0,0,0
SHP001035,ORD001035,Standard,FC_CDMX_01,FC_CDMX_01,SORT_QRO_01,LM_GDL,Carrier_C,Queretaro,PUE-CDMX,2026-01-10 08:34:59,2026-01-14 08:34:59,2026-01-12 09:59:28.624971,1,0,0.0,69.86,0,0,0
SHP001036,ORD001036,Next Day,FC_MTY_01,FC_MTY_01,SORT_QRO_01,LM_PUE,Carrier_A,Bajio,GDL-CDMX,2026-02-18 10:11:04,2026-02-19 10:11:04,2026-02-21 06:23:32.102502,0,1,44.21,94.18,0,0,0
SHP001037,ORD001037,Two Day,FC_PUE_01,FC_PUE_01,SORT_CDMX_01,LM_GDL,Carrier_B,CDMX,CDMX-BAJIO,2026-01-30 11:58:01,2026-02-01 11:58:01,2026-01-31 19:48:59.063101,1,0,0.0,84.48,0,0,0
SHP001038,ORD001038,Next Day,FC_GDL_01,FC_GDL_01,SORT_MTY_01,LM_CDMX_SUR,Carrier_B,Nuevo Leon,CDMX-GDL,2026-02-23 19:54:35,2026-02-24 19:54:35,2026-02-24 16:29:56.840962,1,0,0.0,80.47,0,0,0
SHP001039,ORD001039,Next Day,FC_CDMX_01,FC_CDMX_01,SORT_CDMX_01,LM_QRO,Carrier_B,CDMX,CDMX-BAJIO,2026-03-06 11:54:15,2026-03-07 11:54:15,2026-03-07 09:58:46.614685,1,0,0.0,88.27,0,0,0
SHP001040,ORD001040,Standard,FC_MTY_01,FC_MTY_01,SORT_MTY_01,LM_GDL,Carrier_B,Occidente,GDL-OCCIDENTE,2026-01-02 21:54:31,2026-01-06 21:54:31,2026-01-04 14:22:04.184725,1,0,0.0,79.94,0,0,0
SHP001041,ORD001041,Next Day,FC_QRO_01,FC_QRO_01,SORT_GDL_01,LM_CDMX_SUR,Carrier_C,CDMX,CDMX-MTY,2026-02-10 17:56:11,2026-02-11 17:56:11,2026-02-13 01:46:00.676057,0,1,31.83,74.96,1,0,0
SHP001042,ORD001042,Standard,FC_MTY_01,FC_MTY_01,SORT_MTY_01,LM_QRO,Carrier_C,Occidente,CDMX-BAJIO,2026-03-02 21:35:00,2026-03-06 21:35:00,2026-03-04 10:25:31.689437,1,0,0.0,74.38,0,0,0
SHP001043,ORD001043,Standard,FC_MTY_01,FC_MTY_01,SORT_GDL_01,LM_CDMX_SUR,Carrier_A,Bajio,MTY-CDMX,2026-03-26 23:00:43,2026-03-30 23:00:43,2026-03-28 13:16:46.218003,1,0,0.0,74.13,0,0,0
SHP001044,ORD001044,Standard,FC_QRO_01,FC_QRO_01,SORT_CDMX_01,LM_CDMX_NORTE,Carrier_B,CDMX,GDL-CDMX,2026-03-06 00:07:37,2026-03-10 00:07:37,2026-03-07 23:27:51.186730,1,0,0.0,71.64,0,0,0
SHP001045,ORD001045,Two Day,FC_QRO_01,FC_QRO_01,SORT_QRO_01,LM_GDL,Carrier_C,Puebla,QRO-CDMX,2026-03-09 09:21:35,2026-03-11 09:21:35,2026-03-11 03:33:48.577639,1,0,0.0,67.17,1,0,0
SHP001046,ORD001046,Standard,FC_QRO_01,FC_QRO_01,SORT_MTY_01,LM_CDMX_NORTE,Carrier_A,CDMX,GDL-MTY,2026-01-12 04:46:30,2026-01-16 04:46:30,2026-01-14 04:41:58.984639,1,0,0.0,75.95,0,0,0
SHP001047,ORD001047,Standard,FC_GDL_01,FC_GDL_01,SORT_CDMX_01,LM_CDMX_SUR,Carrier_B,Jalisco,GDL-MTY,2026-02-12 15:27:38,2026-02-16 15:27:38,2026-02-14 13:20:44.638041,1,0,0.0,81.39,0,0,0
SHP001048,ORD001048,Standard,FC_PUE_01,FC_PUE_01,SORT_GDL_01,LM_CDMX_NORTE,Carrier_B,Queretaro,GDL-CDMX,2026-02-16 08:28:28,2026-02-20 08:28:28,2026-02-17 18:56:22.883229,1,0,0.0,88.04,0,0,0
SHP001049,ORD001049,Two Day,FC_CDMX_01,FC_CDMX_01,SORT_GDL_01,LM_CDMX_SUR,Carrier_C,Queretaro,CDMX-BAJIO,2026-02-16 02:38:58,2026-02-18 02:38:58,2026-02-17 20:56:41.673610,1,0,0.0,70.95,0,0,0
SHP001050,ORD001050,Next Day,FC_QRO_01,FC_QRO_01,SORT_GDL_01,LM_CDMX_SUR,Carrier_A,Occidente,PUE-CDMX,2026-01-06 06:39:26,2026-01-07 06:39:26,2026-01-06 23:53:52.850418,1,0,0.0,104.63,0,0,0
SHP001051,ORD001051,Two Day,FC_CDMX_01,FC_CDMX_01,SORT_QRO_01,LM_MTY,Carrier_C,Bajio,GDL-OCCIDENTE,2026-01-29 13:33:13,2026-01-31 13:33:13,2026-01-31 10:30:42.821510,1,0,0.0,69.47,0,0,0
SHP001052,ORD001052,Next Day,FC_QRO_01,FC_QRO_01,SORT_QRO_01,LM_QRO,Carrier_B,Puebla,CDMX-BAJIO,2026-01-23 20:22:46,2026-01-24 20:22:46,2026-01-24 14:48:42.336808,1,0,0.0,93.5,0,0,0
SHP001053,ORD001053,Standard,FC_PUE_01,FC_PUE_01,SORT_CDMX_01,LM_MTY,Carrier_B,Puebla,CDMX-MTY,2026-01-27 08:07:59,2026-01-31 08:07:59,2026-01-29 09:18:05.527758,1,0,0.0,71.1,1,0,0
SHP001054,ORD001054,Standard,FC_QRO_01,FC_QRO_01,SORT_QRO_01,LM_CDMX_NORTE,Carrier_B,Bajio,QRO-CDMX,2026-02-13 20:40:25,2026-02-17 20:40:25,2026-02-15 14:44:41.326705,1,0,0.0,66.35,0,0,0
SHP001055,ORD001055,Standard,FC_CDMX_01,FC_CDMX_01,SORT_GDL_01,LM_GDL,Carrier_C,Queretaro,QRO-CDMX,2026-02-12 20:52:18,2026-02-16 20:52:18,2026-02-14 16:17:05.888692,1,0,0.0,78.81,0,0,0
SHP001056,ORD001056,Next Day,FC_GDL_01,FC_GDL_01,SORT_MTY_01,LM_QRO,Carrier_D,Bajio,CDMX-BAJIO,2026-01-14 01:37:17,2026-01-15 01:37:17,2026-01-14 23:33:19.778721,1,0,0.0,75.79,0,0,0
SHP001057,ORD001057,Standard,FC_QRO_01,FC_QRO_01,SORT_QRO_01,LM_PUE,Carrier_C,Nuevo Leon,CDMX-BAJIO,2026-03-19 23:33:51,2026-03-23 23:33:51,2026-03-22 01:05:19.678854,1,0,0.0,73.41,0,0,0
SHP001058,ORD001058,Standard,FC_GDL_01,FC_GDL_01,SORT_GDL_01,LM_GDL,Carrier_C,CDMX,CDMX-BAJIO,2026-01-13 20:49:00,2026-01-17 20:49:00,2026-01-15 13:52:53.213148,1,0,0.0,69.45,0,0,0
SHP001059,ORD001059,Next Day,FC_GDL_01,FC_GDL_01,SORT_QRO_01,LM_CDMX_NORTE,Carrier_C,Queretaro,MTY-CDMX,2026-01-24 02:56:04,2026-01-25 02:56:04,2026-01-26 14:09:51.449378,0,1,35.23,69.28,0,1,150
SHP001060,ORD001060,Next Day,FC_CDMX_01,FC_CDMX_01,SORT_CDMX_01,LM_GDL,Carrier_D,Nuevo Leon,GDL-CDMX,2026-01-18 07:06:53,2026-01-19 07:06:53,2026-01-20 22:03:45.733881,0,1,38.95,85.42,1,0,0
SHP001061,ORD001061,Standard,FC_PUE_01,FC_PUE_01,SORT_CDMX_01,LM_CDMX_NORTE,Carrier_B,CDMX,GDL-MTY,2026-01-13 01:13:24,2026-01-17 01:13:24,2026-01-15 04:44:51.748402,1,0,0.0,77.91,0,0,0
SHP001062,ORD001062,Two Day,FC_QRO_01,FC_QRO_01,SORT_MTY_01,LM_GDL,Carrier_C,Occidente,CDMX-GDL,2026-03-17 02:27:04,2026-03-19 02:27:04,2026-03-18 23:57:36.487291,1,0,0.0,77.22,0,0,0
SHP001063,ORD001063,Standard,FC_MTY_01,FC_MTY_01,SORT_GDL_01,LM_PUE,Carrier_D,Puebla,CDMX-MTY,2026-03-10 22:02:33,2026-03-14 22:02:33,2026-03-12 21:40:21.032035,1,0,0.0,75.14,0,0,0
SHP001064,ORD001064,Next Day,FC_QRO_01,FC_QRO_01,SORT_QRO_01,LM_CDMX_NORTE,Carrier_D,Occidente,CDMX-MTY,2026-03-22 07:09:03,2026-03-23 07:09:03,2026-03-23 01:37:55.543430,1,0,0.0,76.28,0,0,0
SHP001065,ORD001065,Two Day,FC_PUE_01,FC_PUE_01,SORT_CDMX_01,LM_CDMX_SUR,Carrier_C,Occidente,GDL-MTY,2026-03-30 18:45:02,2026-04-01 18:45:02,2026-04-01 06:31:38.327476,1,0,0.0,73.86,0,0,0
SHP001066,ORD001066,Two Day,FC_MTY_01,FC_MTY_01,SORT_QRO_01,LM_QRO,Carrier_B,Occidente,CDMX-MTY,2026-01-16 07:32:06,2026-01-18 07:32:06,2026-01-18 06:35:24.116965,1,0,0.0,91.64,0,0,0
SHP001067,ORD001067,Standard,FC_MTY_01,FC_MTY_01,SORT_GDL_01,LM_CDMX_NORTE,Carrier_C,Queretaro,PUE-CDMX,2026-03-17 00:24:39,2026-03-21 00:24:39,2026-03-18 19:27:23.448906,1,0,0.0,72.65,0,0,0
SHP001068,ORD001068,Standard,FC_GDL_01,FC_GDL_01,SORT_QRO_01,LM_GDL,Carrier_A,Jalisco,CDMX-MTY,2026-01-27 03:51:40,2026-01-31 03:51:40,2026-01-29 00:29:26.493473,1,0,0.0,77.97,0,0,0
SHP001069,ORD001069,Two Day,FC_QRO_01,FC_QRO_01,SORT_MTY_01,LM_PUE,Carrier_C,Jalisco,GDL-OCCIDENTE,2026-02-11 06:41:02,2026-02-13 06:41:02,2026-02-13 03:02:55.112455,1,0,0.0,67.52,0,0,0
SHP001070,ORD001070,Standard,FC_GDL_01,FC_GDL_01,SORT_QRO_01,LM_MTY,Carrier_D,Queretaro,GDL-OCCIDENTE,2026-03-19 11:34:09,2026-03-23 11:34:09,2026-03-21 06:42:00.366709,1,0,0.0,63.13,1,0,0
SHP001071,ORD001071,Standard,FC_CDMX_01,FC_CDMX_01,SORT_QRO_01,LM_CDMX_SUR,Carrier_C,Bajio,GDL-OCCIDENTE,2026-01-08 02:08:09,2026-01-12 02:08:09,2026-01-09 18:26:40.672193,1,0,0.0,68.98,1,0,0
SHP001072,ORD001072,Next Day,FC_MTY_01,FC_MTY_01,SORT_QRO_01,LM_CDMX_SUR,Carrier_B,Queretaro,CDMX-GDL,2026-03-06 10:19:19,2026-03-07 10:19:19,2026-03-07 09:18:43.071647,1,0,0.0,78.09,0,0,0
SHP001073,ORD001073,Standard,FC_GDL_01,FC_GDL_01,SORT_CDMX_01,LM_PUE,Carrier_D,Occidente,GDL-OCCIDENTE,2026-01-30 01:05:16,2026-02-03 01:05:16,2026-01-31 16:41:59.450639,1,0,0.0,74.07,0,0,0
SHP001074,ORD001074,Two Day,FC_PUE_01,FC_PUE_01,SORT_MTY_01,LM_PUE,Carrier_C,Nuevo Leon,CDMX-GDL,2026-03-22 15:03:28,2026-03-24 15:03:28,2026-03-24 11:56:33.309510,1,0,0.0,62.51,0,0,0
SHP001075,ORD001075,Two Day,FC_PUE_01,FC_PUE_01,SORT_GDL_01,LM_PUE,Carrier_B,Bajio,GDL-MTY,2026-03-28 12:12:38,2026-03-30 12:12:38,2026-03-30 10:55:30.513487,1,0,0.0,99.06,0,0,0
SHP001076,ORD001076,Two Day,FC_PUE_01,FC_PUE_01,SORT_QRO_01,LM_PUE,Carrier_B,Occidente,PUE-CDMX,2026-03-17 14:48:49,2026-03-19 14:48:49,2026-03-20 13:44:05.680367,0,1,22.92,81.77,0,0,0
SHP001077,ORD001077,Next Day,FC_MTY_01,FC_MTY_01,SORT_CDMX_01,LM_CDMX_NORTE,Carrier_B,Queretaro,GDL-CDMX,2026-02-20 20:46:56,2026-02-21 20:46:56,2026-02-21 14:19:53.398445,1,0,0.0,89.99,0,0,0
SHP001078,ORD001078,Standard,FC_MTY_01,FC_MTY_01,SORT_GDL_01,LM_CDMX_NORTE,Carrier_B,Nuevo Leon,GDL-OCCIDENTE,2026-02-03 09:54:33,2026-02-07 09:54:33,2026-02-05 08:21:12.678016,1,0,0.0,88.95,0,0,0
SHP001079,ORD001079,Standard,FC_GDL_01,FC_GDL_01,SORT_CDMX_01,LM_CDMX_NORTE,Carrier_D,Puebla,MTY-CDMX,2026-01-24 18:21:44,2026-01-28 18:21:44,2026-01-26 18:26:56.923438,1,0,0.0,80.27,0,0,0
SHP001080,ORD001080,Standard,FC_MTY_01,FC_MTY_01,SORT_QRO_01,LM_QRO,Carrier_A,CDMX,QRO-CDMX,2026-01-26 13:16:35,2026-01-30 13:16:35,2026-01-28 10:46:11.393679,1,0,0.0,82.64,0,0,0
SHP001081,ORD001081,Standard,FC_MTY_01,FC_MTY_01,SORT_CDMX_01,LM_CDMX_NORTE,Carrier_C,CDMX,CDMX-BAJIO,2026-01-30 06:17:58,2026-02-03 06:17:58,2026-02-03 15:31:23.936583,0,1,9.22,59.24,0,0,0
SHP001082,ORD001082,Two Day,FC_CDMX_01,FC_CDMX_01,SORT_QRO_01,LM_GDL,Carrier_D,Occidente,GDL-OCCIDENTE,2026-03-24 07:49:03,2026-03-26 07:49:03,2026-03-25 21:57:15.782702,1,0,0.0,71.17,0,0,0
SHP001083,ORD001083,Two Day,FC_MTY_01,FC_MTY_01,SORT_MTY_01,LM_GDL,Carrier_C,Occidente,GDL-CDMX,2026-03-11 16:33:30,2026-03-13 16:33:30,2026-03-14 04:24:54.277093,0,1,11.86,64.13,1,0,0
SHP001084,ORD001084,Two Day,FC_GDL_01,FC_GDL_01,SORT_CDMX_01,LM_GDL,Carrier_B,Jalisco,QRO-CDMX,2026-02-14 10:37:05,2026-02-16 10:37:05,2026-02-16 03:46:01.546706,1,0,0.0,83.99,0,0,0
SHP001085,ORD001085,Next Day,FC_QRO_01,FC_QRO_01,SORT_QRO_01,LM_CDMX_NORTE,Carrier_A,Queretaro,GDL-CDMX,2026-02-16 13:45:00,2026-02-17 13:45:00,2026-02-17 08:18:50.514466,1,0,0.0,84.15,0,0,0
SHP001086,ORD001086,Next Day,FC_CDMX_01,FC_CDMX_01,SORT_MTY_01,LM_PUE,Carrier_B,Puebla,GDL-OCCIDENTE,2026-02-20 17:13:46,2026-02-21 17:13:46,2026-02-21 15:08:26.389694,1,0,0.0,85.88,0,0,0
SHP001087,ORD001087,Standard,FC_MTY_01,FC_MTY_01,SORT_QRO_01,LM_PUE,Carrier_B,Queretaro,CDMX-BAJIO,2026-03-13 09:01:26,2026-03-17 09:01:26,2026-03-15 21:53:26.134269,1,0,0.0,81.19,0,0,0
SHP001088,ORD001088,Standard,FC_GDL_01,FC_GDL_01,SORT_GDL_01,LM_QRO,Carrier_A,Bajio,CDMX-BAJIO,2026-01-13 21:29:21,2026-01-17 21:29:21,2026-01-16 05:42:06.934694,1,0,0.0,88.88,0,0,0
SHP001089,ORD001089,Standard,FC_PUE_01,FC_PUE_01,SORT_CDMX_01,LM_PUE,Carrier_A,Queretaro,CDMX-GDL,2026-03-14 19:27:44,2026-03-18 19:27:44,2026-03-16 08:45:53.012794,1,0,0.0,75.18,0,0,0
SHP001090,ORD001090,Next Day,FC_PUE_01,FC_PUE_01,SORT_MTY_01,LM_CDMX_NORTE,Carrier_C,Queretaro,CDMX-MTY,2026-01-13 01:38:21,2026-01-14 01:38:21,2026-01-13 22:17:17.471240,1,0,0.0,76.91,0,0,0
SHP001091,ORD001091,Two Day,FC_MTY_01,FC_MTY_01,SORT_CDMX_01,LM_QRO,Carrier_A,Nuevo Leon,MTY-CDMX,2026-02-06 16:33:16,2026-02-08 16:33:16,2026-02-09 08:59:43.688172,0,1,16.44,102.46,1,0,0
SHP001092,ORD001092,Two Day,FC_QRO_01,FC_QRO_01,SORT_CDMX_01,LM_CDMX_SUR,Carrier_A,Puebla,PUE-CDMX,2026-01-06 01:21:54,2026-01-08 01:21:54,2026-01-07 14:12:35.085094,1,0,0.0,92.38,0,0,0
